"ident","name","municipality","iata_code","gps_code","iso_region","scheduled_service"
"GB-0894","Dinas Farm Private Airstrip","Dinas","NULL","NULL","GB-WLS","0"
"EGXD","Dishforth Airfield","Dishforth","NULL","NULL","GB-ENG","0"
"GB-0192","Ditton Priors Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1066","Dollar airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0510","Doncaster Airfield","Doncaster","NULL","NULL","GB-ENG","0"
"GB-1000","Donnydeade Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-DOC","Dornoch Airfield","Dornoch, Sunderland","DOC","NULL","GB-SCT","0"
"GB-0025","Dorset Gliding Club (Eyres Field)","NULL","NULL","NULL","GB-ENG","0"
"EGPY","Dounreay/Thurso Airport","Thurso","NULL","NULL","GB-SCT","0"
"GB-0006","Draycott Farm","Swindon","NULL","NULL","GB-ENG","0"
"GB-0699","Drayton Hone Farm Airstrip","Lowick, Slipton","NULL","NULL","GB-ENG","0"
"GB-0428","Drayton St. Leonard","NULL","NULL","NULL","GB-ENG","0"
"GB-0932","Droppingwells Farm Airstrip","Bewdley","NULL","NULL","GB-ENG","0"
"GB-1064","Drum Farm (Sheriff Hall)","NULL","NULL","NULL","GB-SCT","0"
"GB-0923","Druridge Bay Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGPN","Dundee Airport","Dundee","DND","EGPN","GB-SCT","1"
"GB-1050","Dungannon Airstrip","NULL","NULL","NULL","GB-NIR","0"
"EGTU","Dunkeswell Airport","Dunkeswell","NULL","EGTU","GB-ENG","0"
"GB-0491","Dunnamanagh Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0355","Dunnyvadden Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0738","Dunroaming Heliport","NULL","NULL","NULL","GB-SCT","0"
"EGTD","Dunsfold Aerodrome","Cranleigh, Surrey","NULL","EGTD","GB-ENG","0"
"GB-0991","Durleighmarsh Farm Airstrip","Petersfield, Hampshire","NULL","NULL","GB-ENG","0"
"EGSU","Duxford Aerodrome","Duxford","NULL","EGSU","GB-ENG","0"
"GB-0998","Dysons Osiers Airstrip","Potters Bar, Hertfordshire","NULL","NULL","GB-ENG","0"
"EGHU","Eaglescott Airfield","Burrington","NULL","EGHU","GB-ENG","0"
"EGSR","Earls Colne Airfield","Colchester, Essex","NULL","EGSR","GB-ENG","0"
"GB-0529","Earwig Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0181","East Fortune Airfield","East Lothian","NULL","NULL","GB-SCT","0"
"GB-0782","East Haxted Farm Airfield","Edenbridge, Kent","NULL","NULL","GB-ENG","0"
"GB-0182","East Kirkby","NULL","NULL","NULL","GB-ENG","0"
"GB-0296","East Lochlane Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"EGNX","East Midlands Airport","Nottingham","EMA","EGNX","GB-ENG","1"
"GB-0194","East Winch Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0048","Easter Airfield","Tain, Ross","NULL","NULL","GB-SCT","0"
"GB-0754","Easter Nether Cabra Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0441","Easterton Glider Field","Easterton","NULL","NULL","GB-SCT","0"
"GB-0628","Eastfield Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0195","Easton Maudit Airstrip","Easton Maudit","NULL","NULL","GB-ENG","0"
"GB-1031","Eccles Newton Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGED","Eday Airport","Eday","EOI","EGED","GB-SCT","1"
"GB-0066","Eddsfield Airfield","Eddsfield","NULL","NULL","GB-ENG","0"
"EGPH","Edinburgh Airport","Edinburgh","EDI","EGPH","GB-SCT","1"
"GB-0762","Edington Airstrip","Edington (Wilts)","NULL","NULL","GB-ENG","0"
"GB-0069","Egerton Airfield","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0052","Eggesford Airfield","Chulmleigh","NULL","NULL","GB-ENG","0"
"GB-0485","Egton Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1100","Eilean Righ Helipad","NULL","NULL","NULL","GB-SCT","0"
"GB-0914","Elan Valley Airstrip","NULL","NULL","NULL","GB-WLS","0"
"EGST","Elmsett Airfield","Ipswich, Suffolk","NULL","EGST","GB-ENG","0"
"EGTR","Elstree Airfield","Borehamwood, Hertfordshire","NULL","EGTR","GB-ENG","0"
"GB-0075","Elvington Airfield","York","NULL","NULL","GB-ENG","0"
"GB-0506","Englefield Airstrip","Theale","NULL","NULL","GB-ENG","0"
"EGAB","Enniskillen/St Angelo Airport","Enniskillen","ENK","EGAB","GB-NIR","0"
"GB-0007","Enstone Aerodrome","Oxfordshire","NULL","EGTN","GB-ENG","0"
"GB-0038","Eshott Airfield","Eshott, Northumberland","NULL","NULL","GB-ENG","0"
"GB-0338","Essex Police Heliport","Chelmsford, Essex","NULL","NULL","GB-ENG","0"
"GB-1022","Evanton Airfield","Evanton, Highland","NULL","NULL","GB-SCT","0"
"GB-0468","Ewesley Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGTE","Exeter International Airport","Exeter","EXT","EGTE","GB-ENG","1"
"GB-0363","Exning Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0435","Eye Kettleby Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGEF","Fair Isle Airport","Fair Isle","FIE","EGEF","GB-SCT","1"
"EGTF","Fairoaks Airport","Woking, Surrey","NULL","EGTF","GB-ENG","0"
"GB-0375","Falgunzeon Glider Airfield","Kirkgunzeon by Dalbeattie","NULL","NULL","GB-SCT","0"
"GB-0763","Farley Farm Airstrip","Farley Chamberlain++","NULL","NULL","GB-ENG","0"
"EGLF","Farnborough Airport","Farnborough","FAB","EGLF","GB-ENG","0"
"EGMF","Farthing Corner / Stoneacre Farm Airfield","Sittingbourne, Kent","NULL","EGMF","GB-ENG","0"
"GB-0063","Farway Common Airfield","Sidford","NULL","NULL","GB-ENG","0"
"GB-0260","Felixkirk Airstrip","Thirsk","NULL","NULL","GB-ENG","0"
"GB-0426","Felthorpe Airfield","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0993","Fen-End-Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGCL","Fenland Airfield","Spalding","NULL","EGCL","GB-ENG","0"
"GB-0733","Fern Farm Airstrip UL","Marton","NULL","NULL","GB-ENG","0"
"EGZL","Feshiebridge Glider Field","NULL","NULL","EGZL","GB-SCT","0"
"FEA","Fetlar Airstrip","Fetlar Island","FEA","NULL","GB-SCT","0"
"GB-0941","Field Farm Airstrip","Westcott","NULL","NULL","GB-ENG","0"
"GB-0793","Field Farm Helistrip","Launton","NULL","NULL","GB-ENG","0"
"GB-0727","Field House Farm Airstrip UL","West Rainton","NULL","NULL","GB-ENG","0"
"EGPJ","Fife Airport","Glenrothes","NULL","EGPJ","GB-SCT","0"
"GB-1014","Fingland","Eskdalemuir","NULL","NULL","GB-SCT","0"
"GB-0077","Finmere Aerodrome","Buckingham","NULL","NULL","GB-ENG","0"
"GB-0289","Finningley Village Airstrip","Finningley","NULL","NULL","GB-ENG","0"
"GB-0836","Fir Grove Airstrip","Wreningham","NULL","NULL","GB-ENG","0"
"GB-0513","Firs Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0002","Fishburn Airfield","Sedgefield","NULL","NULL","GB-ENG","0"
"GB-0820","Fisherwick Airfield","Fisherwick (Staffordshire)","NULL","NULL","GB-ENG","0"
"EGVF","Fleetlands Heliport","Gosport","NULL","EGVF","GB-ENG","0"
"GB-FLH","Flotta Isle Airstrip","Flotta Isle","FLH","NULL","GB-SCT","0"
"GB-0765","Folly Farm Airstrip","Henfield, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0373","Forest Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0542","Forfar Airstrip","Forfar","NULL","NULL","GB-SCT","0"
"GB-0576","Former Drumshade Glider Field","Drumshade","NULL","NULL","GB-SCT","0"
"GB-0442","Fort Augustus Airstrip","Glendoe","NULL","NULL","GB-SCT","0"
"GB-0443","Forwood Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-FOA","Foula Airfield","Foula","FOA","NULL","GB-SCT","1"
"EGMA","Fowlmere Airfield","Royston, Hertfordshire","NULL","EGMA","GB-ENG","0"
"GB-0807","Foxburrow Farm Airstrip","Dereham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0731","Frandley House Airstrip","Frandley","NULL","NULL","GB-ENG","0"
"GB-0600","Freshwater Fruit Farm Airstrip","Isle of Wight","NULL","NULL","GB-ENG","0"
"GB-0749","Fridd Farm Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0825","Frieslands Farm Airstrip","Pulborough, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0925","Frinsted Airstrip","Sittingbourne, Kent","NULL","NULL","GB-ENG","0"
"EGNU","Full Sutton Airfield","Full Sutton","NULL","EGNU","GB-ENG","0"
"GB-0776","Furze Farm Airstrip","Haddon (Cambs)","NULL","NULL","GB-ENG","0"
"GB-0767","Gamlingay Helicopter Strip","Gamlingay","NULL","NULL","GB-ENG","0"
"GB-0290","Garforth Airstrip","Garforth","NULL","NULL","GB-ENG","0"
"GB-0848","Garston Farm Airstrip","Marshfield","NULL","NULL","GB-ENG","0"
"GB-0341","Garton Field Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGAC","George Best Belfast City Airport","Belfast","BHD","EGAC","GB-NIR","1"
"GB-0824","Gerpins Farm Airstrip","Upminster, Greater London","NULL","NULL","GB-ENG","0"
"GB-0068","Gigha Airfield","Gigha Island","NULL","EGEJ","GB-SCT","0"
"GB-0714","Gilrudding Grange Airstrip","Deighton","NULL","NULL","GB-ENG","0"
"GB-0982","Ginge-Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGEG","Glasgow City Heliport","Glasgow","NULL","EGEG","GB-SCT","0"
"GB-0743","Glasgow Clyde Heliport","Glasco","NULL","NULL","GB-SCT","0"
"EGPF","Glasgow International Airport","Paisley, Renfrewshire","GLA","EGPF","GB-SCT","1"
"EGPK","Glasgow Prestwick Airport","Prestwick, South Ayrshire","PIK","EGPK","GB-SCT","1"
"GB-0684","Glasgow Seaplane Terminal","Glasgow","NULL","NULL","GB-SCT","0"
"GB-0166","Glassonby Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0703","Glebe Farm (Sibson) Airstrip","Sibson","NULL","NULL","GB-ENG","0"
"GB-0353","Glebe Farm Airstrip","Hougham","NULL","NULL","GB-ENG","0"
"GB-0503","Glebe Farm Airstrip","Southam","NULL","NULL","GB-ENG","0"
"GB-0517","Glebe Farm Airstrip","Stockton","NULL","NULL","GB-ENG","0"
"GB-1012","Glebe Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-ULL","Glenforsa Airfield","Glenforsa","ULL","NULL","GB-SCT","0"
"GB-0541","Glensanda Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0201","Glenswinton Farm Airstrip","Castle Douglas","NULL","NULL","GB-SCT","0"
"EGBJ","Gloucestershire Airport","Staverton","GLO","EGBJ","GB-ENG","0"
"GB-0986","Godney Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0979","Goldstone Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGHR","Goodwood Aerodrome","Chichester, West Sussex","QUG","EGHR","GB-ENG","0"
"EGKG","Goodwood Racecourse Heliport","Chichester, West Sussex","NULL","EGKG","GB-ENG","0"
"GB-0255","Gorrel Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0532","Grange Farm private Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0865","Grange Farm Private Airstrip","Grassthorpe (Newark)","NULL","NULL","GB-ENG","0"
"GB-0354","Grangewood Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0461","Gransden Lodge Airfield","Sandy, Bedfordshire","NULL","NULL","GB-ENG","0"
"GB-0401","Graveley Airstrip","Hitchin, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0301","Great Ashfield Airstrip","Bury Saint Edmunds, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0822","Great Friars Thornes Farm Airstrip","Swaffham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0854","Great House Farm Airstrip","Stour Row (Dorset)","NULL","NULL","GB-ENG","0"
"GB-0078","Great Massingham Airfield","King's Lynn, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0618","Great North Air Ambulance","Langwathby","NULL","NULL","GB-ENG","0"
"GB-0177","Great Oakley Airfield","Harwich, Essex","NULL","NULL","GB-ENG","0"
"EGSD","Great Yarmouth - North Denes Airport","Great Yarmouth, Norfolk","NULL","EGSD","GB-ENG","0"
"GB-0697","Green Acres Airstrip","Kington","NULL","NULL","GB-ENG","0"
"GB-0298","Green Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1057","Green Lane Farm Airstrip","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-1035","Greenhill-Down Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0728","Greenhills Farm Airstrip","Wheatley Hill","NULL","NULL","GB-ENG","0"
"GB-0978","Greenlease Farm Airstrip","Chichester, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0262","Griffin's Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0240","Grove Farm Airstrip","Grove, Nottinghamshire","NULL","NULL","GB-ENG","0"
"GB-0814","Grove Farm Airstrip","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0804","Grove Farm Airstrip","Diss, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0889","Grove Field Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0931","Gunton Park Airstrip","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0254","Gutchpool Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0774","Haddenham Backstable Airstrip","Haddenham (Bucks)","NULL","NULL","GB-ENG","0"
"GB-0748","Hadfold Farm Airstrip","Billingshurst, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0845","Halesland Glider Field","Mendip","NULL","NULL","GB-ENG","0"
"GB-0976","Hall Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0297","Halwell Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0753","Hamilton Farm Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-1003","Hamilton House Airstrip","Charney","NULL","NULL","GB-ENG","0"
"GB-0708","Hanbeck Farm Airstrip","Wilsford","NULL","NULL","GB-ENG","0"
"GB-0200","Hanley Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1121","Hardwick Airfield / RAF Hardwick","Bungay, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0405","Hardwicke Airstrip","Hardwicke","NULL","NULL","GB-ENG","0"
"GB-0781","Harpsden Park Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0406","Harringe Court Airfield","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0864","Hatchgate Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0285","Hatton Airstrip","Hatton","NULL","NULL","GB-SCT","0"
"EGFE","Haverfordwest Airport","Haverfordwest","HAW","EGFE","GB-WLS","0"
"GB-0779","Haw Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGNR","Hawarden Airport","Broughton","CEG","EGNR","GB-WLS","0"
"GB-0764","Hawksview Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0846","Hawling Manor Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0284","Haxey Airstrip","Haxey","NULL","NULL","GB-ENG","0"
"GB-0309","Haydock Park Airstrip","Ashton-In-Makerfield","NULL","NULL","GB-ENG","0"
"EGKH","Headcorn Aerodrome","Ashford, Kent","NULL","EGKH","GB-ENG","0"
"GB-0439","Headon Microlight","Retford","NULL","NULL","GB-ENG","0"
"GB-0674","Hendon Aerodrome","NULL","NULL","NULL","GB-ENG","0"
"EGHS","Henstridge Airfield","Henstridge","NULL","EGHS","GB-ENG","0"
"GB-1076","Heriot private airstrip (closed)","NULL","NULL","NULL","GB-SCT","0"
"GB-0869","Hermitage Airstrip","Sherborne","NULL","NULL","GB-ENG","0"
"GB-0466","Hertfordshire Microlight Club London Colney Airstrip","Radlett, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0888","Heston Aerodrome","London","NULL","NULL","GB-ENG","0"
"GB-0033","Heywood Farm Airstrip","Taunton","NULL","NULL","GB-ENG","0"
"GB-0072","Hibaldstow Airfield","Hibaldstow","NULL","NULL","GB-ENG","0"
"GB-0974","Hickstead Airstrip","Hassocks, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0235","High Cross Airstrip","Ware, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0071","High Easter Airfield","Chelmsford, Essex","NULL","NULL","GB-ENG","0"
"GB-0483","High Flats Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0732","Higher Barn Farm Airstrip","Hoghton","NULL","NULL","GB-ENG","0"
"GB-0760","Hill Farm Airstrip","Durley","NULL","NULL","GB-ENG","0"
"GB-0755","Hill Farm Airstrip","New Ellerby, East Yorkshire","NULL","NULL","GB-ENG","0"
"GB-0778","Hill Top Farm Airstrip","Hambledon","NULL","NULL","GB-ENG","0"
"GB-1065","Hilton of Carslogie Airstrip","Cupar","NULL","NULL","GB-SCT","0"
"GB-0859","Hinderclay Meadows Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0073","Hinton-in-the-Hedges Airfield","Hinton-in-the-Hedges","NULL","NULL","GB-ENG","0"
"GB-0862","Hirta Heliport","St. Kilda","NULL","NULL","GB-SCT","0"
"GB-0096","HMS Goldcrest / RAF Angle / RNAS Angle","Pembrokeshire","NULL","NULL","GB-WLS","0"
"GB-0688","Hoe Farm Airstrip","Colwall","NULL","NULL","GB-ENG","0"
"GB-0629","Hold Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0772","Holly Hill Farm Airstrip","Fakenham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0224","Holly Meadow Farm Airstrip","Bradley","NULL","NULL","GB-ENG","0"
"GB-0387","Hollym Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0868","Hollym West","NULL","NULL","NULL","GB-ENG","0"
"GB-0365","Holmbeck Farm Airfield","Wing (Bucks)","NULL","NULL","GB-ENG","0"
"EGCH","Holyhead Heliport","NULL","NULL","EGCH","GB-WLS","0"
"GB-0841","Home Farm Airstrip","Ebrington (Glos)","NULL","NULL","GB-ENG","0"
"GB-0921","Home Farm Airstrip","Admington (Warwickshire)","NULL","NULL","GB-ENG","0"
"GB-0942","Homestead Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0430","Hook Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0422","Hook Norton Airstrip","Banbury, Oxfordshire","NULL","NULL","GB-ENG","0"
"GB-0910","Hopkiln Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0560","Horham Airstrip","Eye, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0036","Horse Leys Farm Airstrip","Burton-on-the-Wolds","NULL","NULL","GB-ENG","0"
"GB-0911","Horsey Island Airfield","Clacton-on-Sea, Essex","NULL","NULL","GB-ENG","0"
"GB-1059","Howden Airstrip","Goole","NULL","NULL","GB-ENG","0"
"GB-0070","Hoy/Longhope Airfield","Orkney Isle","NULL","NULL","GB-SCT","0"
"EGNA","Hucknall Airfield","Nottingham","NULL","NULL","GB-ENG","0"
"GB-0630","Hulcote Farm Airstrip","Milton Keynes, Buckinghamshire","NULL","NULL","GB-ENG","0"
"GB-0786","Hulcote Helimech","Hulcote","NULL","NULL","GB-ENG","0"
"EGDV","Hullavington Airfield","Hullavington","NULL","NULL","GB-ENG","0"
"EGNJ","Humberside Airport","Grimsby","HUY","EGNJ","GB-ENG","1"
"GB-0464","Hunsdon Airfield","Ware, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0970","Hunsdon Lea Airstrip","Ivybridge, Devon","NULL","NULL","GB-ENG","0"
"GB-0411","Husbands Bosworth Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0977","Hutton Grange Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1040","Idsworth Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0269","Ince Blundell Microlight","NULL","NULL","NULL","GB-ENG","0"
"GB-0861","Infantry Battle School Helicopter Base","Brecon (Powys)","NULL","NULL","GB-WLS","0"
"GB-0803","Inglenook Farm Airstrip","Maydensole","NULL","NULL","GB-ENG","0"
"GB-0718","Inglesham Private Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0730","Ings Farm Airstrip","Yedingham","NULL","NULL","GB-ENG","0"
"GB-1063","Innerleithen (closed)","NULL","NULL","NULL","GB-SCT","0"
"GB-0202","Insch","Insch","NULL","NULL","GB-SCT","0"
"GB-1061","Inverkip airstrip","NULL","NULL","NULL","GB-SCT","0"
"EGPE","Inverness Airport","Inverness","INV","EGPE","GB-SCT","1"
"GB-0512","Ipswich Airport","Ipswich, Suffolk","NULL","NULL","GB-ENG","0"
"EGPI","Islay Airport","Port Ellen","ILY","EGPI","GB-SCT","1"
"GB-1023","Isle of May Heliport","Anstruther, Fife","NULL","NULL","GB-SCT","0"
"EGHN","Isle of Wight / Sandown Airport","Sandown","NULL","EGHN","GB-ENG","0"
"GB-0810","Ivy Farm Airstrip","Cromer, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0176","Jackrells Farm Airstrip","Horsham, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0424","Jenkins Farm Airstrip","Romford, Greater London","NULL","NULL","GB-ENG","0"
"GB-0214","Jericho Farm Airstrip","Lambley","NULL","NULL","GB-ENG","0"
"GB-0215","Jubilee Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0480","Kemeys Commander Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0384","Kenley Glider Field","Kenley","NULL","EGKN","GB-ENG","0"
"EGMH","Kent International Airport (Manston)","Manston","NULL","NULL","GB-ENG","0"
"GB-0734","Kenyon Hall Farm Airstrip","Warrington, Cheshire","NULL","NULL","GB-ENG","0"
"GB-1071","Kerrera helipad","NULL","NULL","NULL","GB-SCT","0"
"GB-0046","Keyston Airfield","Huntingdon","NULL","NULL","GB-ENG","0"
"GB-1067","Kier Garden Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-1006","Kilfinichen Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0711","Kilkerran UL","Kilkerran (Ayrshire)","NULL","NULL","GB-SCT","0"
"GB-0860","Kimberley Hall Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0271","Kingfisher's Bridge Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1092","King's College Hospital Helipad","London","NULL","NULL","GB-ENG","0"
"GB-0236","Kingsmuir Airfield","Kingsmuir","NULL","NULL","GB-SCT","0"
"US-0220","Kingstown Municipal Airport/RAF Kingstown/RAF Carlisle","Cumbria","NULL","NULL","GB-ENG","0"
"GB-0005","Kirkbride Airfield","Kirkbride","NULL","NULL","GB-ENG","0"
"GB-0229","Kirkbymoorside","NULL","NULL","NULL","GB-ENG","0"
"EGPA","Kirkwall Airport","Orkney Islands","KOI","EGPA","GB-SCT","1"
"GB-0577","Kirriemuir Farm Strip","NULL","NULL","NULL","GB-SCT","0"
"GB-0497","Kirton-in-Lindsey Glider Field","NULL","NULL","NULL","GB-ENG","0"
"GB-0916","Kitcombe Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0815","Kittyhawk Aerodrome","Chalvington with Ripe, Sussex","NULL","NULL","GB-ENG","0"
"GB-0710","Knettishall Airstrip","Diss, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0402","Knockbain Farm Airstrip","Dingwall, Highland","NULL","NULL","GB-SCT","0"
"GB-0150","Knockrome Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-1051","Knoll Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0867","Kylarrick House Airstrip","Edderton","NULL","NULL","GB-SCT","0"
"GB-0234","Laddingford Aerodrome","Tonbridge","NULL","NULL","GB-ENG","0"
"GB-0644","Lake Heliport Abbotsham","Bideford","NULL","NULL","GB-ENG","0"
"GB-0400","Lamb Holm Airfield","NULL","NULL","NULL","GB-SCT","0"
"GB-0917","Lamberhurst Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0837","Lamberhurst Farm Airstrip","Whitstable, Kent","NULL","NULL","GB-ENG","0"
"GB-0768","Landead Farm Airstrip","Garford","NULL","NULL","GB-ENG","0"
"EGHC","Land's End Airport","Land's End","LEQ","EGHC","GB-ENG","1"
"GB-0076","Lane Farm Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0030","Langar Airfield","Langar","NULL","NULL","GB-ENG","0"
"GB-1084","Langdon Battery Heliport","St. Margaret's at Cliffe, Dover","NULL","NULL","GB-ENG","0"
"EGAL","Langford Lodge Air Base","Belfast","NULL","NULL","GB-NIR","0"
"GB-0789","Langham Airstrip","Holt, Norfolk","NULL","NULL","GB-ENG","0"
"GB-1026","Langley House Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0968","Langmoor Farm Airstrip","Dereham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0847","Langport Airstrip","High Ham","NULL","NULL","GB-ENG","0"
"GB-0283","Lark Engine Farmhouse Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGHL","Lasham Airfield","Lasham","NULL","EGHL","GB-ENG","0"
"GB-0379","Latch Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0909","Laurel Farm Airstrip","Diss, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0796","Lavenham Airstrip","Bury Saint Edmunds, Suffolk","NULL","NULL","GB-ENG","0"
"EGTI","Leavesden Aerodrome","Watford, Hertfordshire","NULL","NULL","GB-ENG","0"
"EG34","Ledbury Airfield","Ledbury","NULL","NULL","GB-ENG","0"
"EGNM","Leeds Bradford Airport","Leeds","LBA","EGNM","GB-ENG","1"
"EGXG","Leeds East Airport","Church Fenton","NULL","EGCM","GB-ENG","0"
"EGNP","Leeds Heliport","NULL","NULL","EGNP","GB-ENG","0"
"EGBG","Leicester Airport","Leicester","NULL","EGBG","GB-ENG","0"
"GB-1041","Lempitlaw Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0651","Lennox Plunton Airstrip","Kirkcudbright","NULL","NULL","GB-SCT","0"
"EGET","Lerwick / Tingwall Airport","Lerwick","LWK","EGET","GB-SCT","1"
"EGQL","Leuchars Station Airfield","Leuchars, Fife","ADX","EGQL","GB-SCT","0"
"GB-0500","Lindens Farm Airstrip","Riby","NULL","NULL","GB-ENG","0"
"GB-0172","Lingcroft Grass Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0642","Liskeard Heliport","Liskeard","NULL","NULL","GB-ENG","0"
"GB-0237","Little Chase Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0293","Little Down Farm Airstrip","Milson","NULL","NULL","GB-ENG","0"
"GB-0834","Little Engeham Farm Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-1019","Little Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGMJ","Little Gransden Airfield","Sandy, Bedfordshire","NULL","EGMJ","GB-ENG","0"
